player_name,team,matches,innings,runs,batting_average,strike_rate,role
S Joseph,Lucknow Super Giants,1,0,0,0,0,Unknown
N Thushara,Mumbai Indians,7,0,0,0,0,Unknown
LB Williams,Delhi Capitals,2,0,0,0,0,Unknown
AA Kulkarni,Lucknow Super Giants,2,0,0,0,0,Unknown
RJ Gleeson,Chennai Super Kings,2,0,0,0,0,Unknown
MJ Suthar,Gujarat Titans,1,0,0,0,0,Unknown
A Kamboj,Mumbai Indians,3,0,0,0,0,Unknown
Gulbadin Naib,Delhi Capitals,2,0,0,0,0,Unknown
D Ferreira,Rajasthan Royals,2,0,0,0,0,Unknown
V Viyaskanth,Sunrisers Hyderabad,3,0,0,0,0,Unknown
V Kaverappa,Punjab Kings,1,0,0,0,0,Unknown
T Kohler-Cadmore,Rajasthan Royals,3,0,0,0,0,Unknown
Shivam Singh,Punjab Kings,1,0,0,0,0,Unknown
Aniket Verma,Sunrisers Hyderabad,2,0,0,0,0,Unknown
V Puthur,Mumbai Indians,1,0,0,0,0,Unknown
RD Rickelton,Mumbai Indians,1,0,0,0,0,Unknown
R Minz,Mumbai Indians,1,0,0,0,0,Unknown
PVSN Raju,Mumbai Indians,1,0,0,0,0,Unknown
DS Rathi,Lucknow Super Giants,2,0,0,0,0,Unknown
Prince Yadav,Lucknow Super Giants,2,0,0,0,0,Unknown
V Nigam,Delhi Capitals,1,0,0,0,0,Unknown
Priyansh Arya,Punjab Kings,1,0,0,0,0,Unknown
Suryansh Shedge,Punjab Kings,1,0,0,0,0,Unknown
SC Ganguly,Kolkata Knight Riders,59,0,0,0,0,Unknown
RT Ponting,Kolkata Knight Riders,10,0,0,0,0,Unknown
DJ Hussey,Kolkata Knight Riders,64,0,0,0,0,Unknown
Mohammad Hafeez,Kolkata Knight Riders,8,0,0,0,0,Unknown
LR Shukla,Kolkata Knight Riders,47,0,0,0,0,Unknown
AB Agarkar,Kolkata Knight Riders,42,0,0,0,0,Unknown
M Kartik,Kolkata Knight Riders,56,0,0,0,0,Unknown
R Dravid,Royal Challengers Bangalore,89,0,0,0,0,Unknown
W Jaffer,Royal Challengers Bangalore,8,0,0,0,0,Unknown
JH Kallis,Royal Challengers Bangalore,98,0,0,0,0,Unknown
CL White,Royal Challengers Bangalore,47,0,0,0,0,Unknown
MV Boucher,Royal Challengers Bangalore,31,0,0,0,0,Unknown
B Akhil,Royal Challengers Bangalore,15,0,0,0,0,Unknown
AA Noffke,Royal Challengers Bangalore,1,0,0,0,0,Unknown
SB Joshi,Royal Challengers Bangalore,4,0,0,0,0,Unknown
ML Hayden,Chennai Super Kings,32,0,0,0,0,Unknown
MEK Hussey,Chennai Super Kings,59,0,0,0,0,Unknown
JDP Oram,Chennai Super Kings,18,0,0,0,0,Unknown
S Badrinath,Chennai Super Kings,94,0,0,0,0,Unknown
Joginder Sharma,Chennai Super Kings,16,0,0,0,0,Unknown
P Amarnath,Chennai Super Kings,6,0,0,0,0,Unknown
M Muralitharan,Chennai Super Kings,66,0,0,0,0,Unknown
K Goel,Kings XI Punjab,22,0,0,0,0,Unknown
JR Hopes,Kings XI Punjab,21,0,0,0,0,Unknown
KC Sangakkara,Kings XI Punjab,71,0,0,0,0,Unknown
SM Katich,Kings XI Punjab,11,0,0,0,0,Unknown
P Dharmani,Kings XI Punjab,1,0,0,0,0,Unknown
B Lee,Kings XI Punjab,38,0,0,0,0,Unknown
WA Mota,Kings XI Punjab,12,0,0,0,0,Unknown
S Sreesanth,Kings XI Punjab,44,0,0,0,0,Unknown
T Kohli,Rajasthan Royals,4,0,0,0,0,Unknown
M Kaif,Rajasthan Royals,29,0,0,0,0,Unknown
DS Lehmann,Rajasthan Royals,2,0,0,0,0,Unknown
M Rawat,Rajasthan Royals,18,0,0,0,0,Unknown
D Salunkhe,Rajasthan Royals,6,0,0,0,0,Unknown
SK Warne,Rajasthan Royals,55,0,0,0,0,Unknown
SK Trivedi,Rajasthan Royals,76,0,0,0,0,Unknown
V Sehwag,Delhi Daredevils,104,0,0,0,0,Unknown
M Manhas,Delhi Daredevils,55,0,0,0,0,Unknown
DL Vettori,Delhi Daredevils,34,0,0,0,0,Unknown
MF Maharoof,Delhi Daredevils,20,0,0,0,0,Unknown
B Geeves,Delhi Daredevils,2,0,0,0,0,Unknown
GD McGrath,Delhi Daredevils,14,0,0,0,0,Unknown
L Ronchi,Mumbai Indians,5,0,0,0,0,Unknown
ST Jayasuriya,Mumbai Indians,30,0,0,0,0,Unknown
DJ Thornely,Mumbai Indians,6,0,0,0,0,Unknown
PR Shah,Mumbai Indians,16,0,0,0,0,Unknown
AM Nayar,Mumbai Indians,60,0,0,0,0,Unknown
SM Pollock,Mumbai Indians,13,0,0,0,0,Unknown
MA Khote,Mumbai Indians,4,0,0,0,0,Unknown
S Chanderpaul,Royal Challengers Bangalore,3,0,0,0,0,Unknown
LRPL Taylor,Royal Challengers Bangalore,55,0,0,0,0,Unknown
AC Gilchrist,Deccan Chargers,80,0,0,0,0,Unknown
Y Venugopal Rao,Deccan Chargers,65,0,0,0,0,Unknown
VVS Laxman,Deccan Chargers,20,0,0,0,0,Unknown
A Symonds,Deccan Chargers,39,0,0,0,0,Unknown
SB Styris,Deccan Chargers,12,0,0,0,0,Unknown
AS Yadav,Deccan Chargers,8,0,0,0,0,Unknown
SB Bangar,Deccan Chargers,12,0,0,0,0,Unknown
WPUJC Vaas,Deccan Chargers,13,0,0,0,0,Unknown
RP Singh,Deccan Chargers,82,0,0,0,0,Unknown
PP Ojha,Deccan Chargers,92,0,0,0,0,Unknown
DPMD Jayawardene,Kings XI Punjab,80,0,0,0,0,Unknown
S Sohal,Kings XI Punjab,22,0,0,0,0,Unknown
Kamran Akmal,Rajasthan Royals,6,0,0,0,0,Unknown
Pankaj Singh,Rajasthan Royals,17,0,0,0,0,Unknown
Shahid Afridi,Deccan Chargers,10,0,0,0,0,Unknown
Shoaib Malik,Delhi Daredevils,7,0,0,0,0,Unknown
Mohammad Asif,Delhi Daredevils,8,0,0,0,0,Unknown
VY Mahesh,Delhi Daredevils,17,0,0,0,0,Unknown
VS Yeligati,Mumbai Indians,2,0,0,0,0,Unknown
D Kalyankrishna,Deccan Chargers,3,0,0,0,0,Unknown
GC Smith,Rajasthan Royals,29,0,0,0,0,Unknown
RR Sarwan,Kings XI Punjab,4,0,0,0,0,Unknown
VRV Singh,Kings XI Punjab,19,0,0,0,0,Unknown
Sohail Tanvir,Rajasthan Royals,11,0,0,0,0,Unknown
A Kumble,Royal Challengers Bangalore,42,0,0,0,0,Unknown
DNT Zoysa,Deccan Chargers,3,0,0,0,0,Unknown
SD Chitnis,Mumbai Indians,11,0,0,0,0,Unknown
TM Srivastava,Kings XI Punjab,7,0,0,0,0,Unknown
JA Morkel,Chennai Super Kings,90,0,0,0,0,Unknown
B Chipli,Royal Challengers Bangalore,23,0,0,0,0,Unknown
DB Das,Kolkata Knight Riders,31,0,0,0,0,Unknown
CRD Fernando,Mumbai Indians,10,0,0,0,0,Unknown
HH Gibbs,Deccan Chargers,36,0,0,0,0,Unknown
Gagandeep Singh,Kings XI Punjab,4,0,0,0,0,Unknown
Salman Butt,Kolkata Knight Riders,7,0,0,0,0,Unknown
BJ Hodge,Kolkata Knight Riders,66,0,0,0,0,Unknown
Umar Gul,Kolkata Knight Riders,6,0,0,0,0,Unknown
SA Asnodkar,Rajasthan Royals,20,0,0,0,0,Unknown
SP Fleming,Chennai Super Kings,10,0,0,0,0,Unknown
S Vidyut,Chennai Super Kings,9,0,0,0,0,Unknown
M Ntini,Chennai Super Kings,9,0,0,0,0,Unknown
LPC Silva,Deccan Chargers,3,0,0,0,0,Unknown
DB Ravi Teja,Deccan Chargers,32,0,0,0,0,Unknown
DP Vijaykumar,Deccan Chargers,9,0,0,0,0,Unknown
Misbah-ul-Haq,Royal Challengers Bangalore,8,0,0,0,0,Unknown
YV Takawale,Mumbai Indians,16,0,0,0,0,Unknown
RR Raje,Mumbai Indians,10,0,0,0,0,Unknown
U Kaul,Kings XI Punjab,5,0,0,0,0,Unknown
DT Patil,Royal Challengers Bangalore,2,0,0,0,0,Unknown
S Anirudha,Chennai Super Kings,20,0,0,0,0,Unknown
CK Kapugedera,Chennai Super Kings,5,0,0,0,0,Unknown
L Balaji,Chennai Super Kings,73,0,0,0,0,Unknown
A Chopra,Kolkata Knight Riders,7,0,0,0,0,Unknown
T Taibu,Kolkata Knight Riders,3,0,0,0,0,Unknown
J Arunkumar,Royal Challengers Bangalore,3,0,0,0,0,Unknown
NK Patel,Rajasthan Royals,9,0,0,0,0,Unknown
SR Tendulkar,Mumbai Indians,78,0,0,0,0,Unknown
TM Dilshan,Delhi Daredevils,51,0,0,0,0,Unknown
AD Mascarenhas,Rajasthan Royals,13,0,0,0,0,Unknown
LA Pomersbach,Kings XI Punjab,17,0,0,0,0,Unknown
Shoaib Akhtar,Kolkata Knight Riders,3,0,0,0,0,Unknown
RR Powar,Kings XI Punjab,27,0,0,0,0,Unknown
Younis Khan,Rajasthan Royals,1,0,0,0,0,Unknown
PM Sarvesh Kumar,Deccan Chargers,2,0,0,0,0,Unknown
RV Pawar,Mumbai Indians,1,0,0,0,0,Unknown
Abdur Razzak,Royal Challengers Bangalore,1,0,0,0,0,Unknown
H Das,Deccan Chargers,1,0,0,0,0,Unknown
A Nel,Mumbai Indians,1,0,0,0,0,Unknown
A Mukund,Chennai Super Kings,3,0,0,0,0,Unknown
BAW Mendis,Kolkata Knight Riders,10,0,0,0,0,Unknown
A Flintoff,Chennai Super Kings,3,0,0,0,0,Unknown
T Thushara,Chennai Super Kings,6,0,0,0,0,Unknown
T Henderson,Rajasthan Royals,2,0,0,0,0,Unknown
Kamran Khan,Rajasthan Royals,9,0,0,0,0,Unknown
JD Ryder,Royal Challengers Bangalore,29,0,0,0,0,Unknown
KP Pietersen,Royal Challengers Bangalore,36,0,0,0,0,Unknown
DP Nannes,Delhi Daredevils,29,0,0,0,0,Unknown
AM Salvi,Delhi Daredevils,7,0,0,0,0,Unknown
RS Bopara,Kings XI Punjab,24,0,0,0,0,Unknown
VS Malik,Kings XI Punjab,13,0,0,0,0,Unknown
YA Abdulla,Kings XI Punjab,11,0,0,0,0,Unknown
Harmeet Singh,Deccan Chargers,28,0,0,0,0,Unknown
FH Edwards,Deccan Chargers,6,0,0,0,0,Unknown
R Bishnoi,Royal Challengers Bangalore,3,0,0,0,0,Unknown
Yashpal Singh,Kolkata Knight Riders,8,0,0,0,0,Unknown
PC Valthaty,Rajasthan Royals,23,0,0,0,0,Unknown
RJ Quiney,Rajasthan Royals,7,0,0,0,0,Unknown
AS Raut,Rajasthan Royals,22,0,0,0,0,Unknown
RR Bose,Kings XI Punjab,1,0,0,0,0,Unknown
KP Appanna,Royal Challengers Bangalore,13,0,0,0,0,Unknown
AA Bilakhia,Deccan Chargers,7,0,0,0,0,Unknown
Shoaib Ahmed,Deccan Chargers,8,0,0,0,0,Unknown
AN Ghosh,Kolkata Knight Riders,2,0,0,0,0,Unknown
MN van Wyk,Kolkata Knight Riders,5,0,0,0,0,Unknown
RE van der Merwe,Royal Challengers Bangalore,21,0,0,0,0,Unknown
TL Suman,Deccan Chargers,43,0,0,0,0,Unknown
S Tyagi,Chennai Super Kings,14,0,0,0,0,Unknown
GR Napier,Mumbai Indians,1,0,0,0,0,Unknown
LA Carseldine,Rajasthan Royals,5,0,0,0,0,Unknown
SM Harwood,Rajasthan Royals,3,0,0,0,0,Unknown
D du Preez,Royal Challengers Bangalore,2,0,0,0,0,Unknown
RJ Harris,Deccan Chargers,37,0,0,0,0,Unknown
A Singh,Rajasthan Royals,23,0,0,0,0,Unknown
M Morkel,Rajasthan Royals,70,0,0,0,0,Unknown
GJ Bailey,Chennai Super Kings,40,0,0,0,0,Unknown
C Nanda,Mumbai Indians,3,0,0,0,0,Unknown
A Mithun,Royal Challengers Bangalore,16,0,0,0,0,Unknown
SS Sarkar,Kolkata Knight Riders,2,0,0,0,0,Unknown
J Botha,Rajasthan Royals,34,0,0,0,0,Unknown
Mashrafe Mortaza,Kolkata Knight Riders,1,0,0,0,0,Unknown
SS Shaikh,Kolkata Knight Riders,2,0,0,0,0,Unknown
Jaskaran Singh,Deccan Chargers,8,0,0,0,0,Unknown
AB McDonald,Delhi Daredevils,10,0,0,0,0,Unknown
Y Nagar,Delhi Daredevils,26,0,0,0,0,Unknown
CK Langeveldt,Kolkata Knight Riders,7,0,0,0,0,Unknown
Mohammad Ashraful,Mumbai Indians,1,0,0,0,0,Unknown
RA Shaikh,Mumbai Indians,1,0,0,0,0,Unknown
Anirudh Singh,Deccan Chargers,5,0,0,0,0,Unknown
CA Pujara,Kolkata Knight Riders,30,0,0,0,0,Unknown
OA Shah,Kolkata Knight Riders,23,0,0,0,0,Unknown
R Sathish,Mumbai Indians,34,0,0,0,0,Unknown
R McLaren,Mumbai Indians,18,0,0,0,0,Unknown
AG Murtaza,Mumbai Indians,12,0,0,0,0,Unknown
AA Jhunjhunwala,Rajasthan Royals,21,0,0,0,0,Unknown
P Dogra,Rajasthan Royals,13,0,0,0,0,Unknown
A Uniyal,Rajasthan Royals,2,0,0,0,0,Unknown
SW Tait,Rajasthan Royals,21,0,0,0,0,Unknown
MS Bisla,Kings XI Punjab,39,0,0,0,0,Unknown
RS Gavaskar,Kolkata Knight Riders,2,0,0,0,0,Unknown
JM Kemp,Chennai Super Kings,5,0,0,0,0,Unknown
S Ladda,Delhi Daredevils,9,0,0,0,0,Unknown
SE Bond,Kolkata Knight Riders,8,0,0,0,0,Unknown
MJ Lumb,Rajasthan Royals,12,0,0,0,0,Unknown
DR Martyn,Rajasthan Royals,1,0,0,0,0,Unknown
S Narwal,Rajasthan Royals,7,0,0,0,0,Unknown
AB Barath,Kings XI Punjab,3,0,0,0,0,Unknown
SJ Srivastava,Kings XI Punjab,14,0,0,0,0,Unknown
FY Fazal,Rajasthan Royals,12,0,0,0,0,Unknown
AC Voges,Rajasthan Royals,9,0,0,0,0,Unknown
MD Mishra,Deccan Chargers,18,0,0,0,0,Unknown
R Sharma,Deccan Chargers,44,0,0,0,0,Unknown
J Theron,Kings XI Punjab,10,0,0,0,0,Unknown
NLTC Perera,Chennai Super Kings,37,0,0,0,0,Unknown
KB Arun Karthik,Chennai Super Kings,17,0,0,0,0,Unknown
KAJ Roach,Deccan Chargers,2,0,0,0,0,Unknown
PD Collingwood,Delhi Daredevils,8,0,0,0,0,Unknown
C Ganapathy,Chennai Super Kings,1,0,0,0,0,Unknown
MB Parmar,Kolkata Knight Riders,1,0,0,0,0,Unknown
DE Bollinger,Chennai Super Kings,27,0,0,0,0,Unknown
SB Wagh,Rajasthan Royals,8,0,0,0,0,Unknown
AP Dole,Rajasthan Royals,3,0,0,0,0,Unknown
AN Ahmed,Mumbai Indians,17,0,0,0,0,Unknown
RS Sodhi,Kings XI Punjab,3,0,0,0,0,Unknown
L Ablish,Kings XI Punjab,3,0,0,0,0,Unknown
B Sumanth,Deccan Chargers,5,0,0,0,0,Unknown
S Sriram,Royal Challengers Bangalore,2,0,0,0,0,Unknown
C Madan,Mumbai Indians,1,0,0,0,0,Unknown
AG Paunikar,Rajasthan Royals,5,0,0,0,0,Unknown
ND Doshi,Royal Challengers Bangalore,4,0,0,0,0,Unknown
S Randiv,Chennai Super Kings,8,0,0,0,0,Unknown
AL Menaria,Rajasthan Royals,29,0,0,0,0,Unknown
RV Gomez,Kochi Tuskers Kerala,13,0,0,0,0,Unknown
AUK Pathan,Royal Challengers Bangalore,8,0,0,0,0,Unknown
UBT Chand,Delhi Daredevils,21,0,0,0,0,Unknown
DJ Jacobs,Mumbai Indians,7,0,0,0,0,Unknown
JEC Franklin,Mumbai Indians,20,0,0,0,0,Unknown
Sunny Singh,Kings XI Punjab,6,0,0,0,0,Unknown
NJ Rimmington,Kings XI Punjab,1,0,0,0,0,Unknown
BA Bhatt,Kings XI Punjab,17,0,0,0,0,Unknown
AC Thomas,Pune Warriors,15,0,0,0,0,Unknown
RN ten Doeschate,Kolkata Knight Riders,29,0,0,0,0,Unknown
JJ van der Wath,Royal Challengers Bangalore,3,0,0,0,0,Unknown
R Ninan,Royal Challengers Bangalore,2,0,0,0,0,Unknown
TD Paine,Pune Warriors,2,0,0,0,0,Unknown
DH Yagnik,Rajasthan Royals,25,0,0,0,0,Unknown
BJ Haddin,Kolkata Knight Riders,1,0,0,0,0,Unknown
J Syed Mohammad,Royal Challengers Bangalore,11,0,0,0,0,Unknown
NL McCullum,Pune Warriors,2,0,0,0,0,Unknown
JE Taylor,Pune Warriors,5,0,0,0,0,Unknown
KMDN Kulasekara,Chennai Super Kings,5,0,0,0,0,Unknown
TR Birt,Delhi Daredevils,5,0,0,0,0,Unknown
M Klinger,Kochi Tuskers Kerala,4,0,0,0,0,Unknown
P Parameswaran,Kochi Tuskers Kerala,8,0,0,0,0,Unknown
AC Blizzard,Mumbai Indians,7,0,0,0,0,Unknown
I Malhotra,Deccan Chargers,1,0,0,0,0,Unknown
CJ Ferguson,Pune Warriors,9,0,0,0,0,Unknown
AA Kazi,Royal Challengers Bangalore,1,0,0,0,0,Unknown
Anand Rajan,Deccan Chargers,8,0,0,0,0,Unknown
P Prasanth,Kochi Tuskers Kerala,1,0,0,0,0,Unknown
Y Gnaneswara Rao,Kochi Tuskers Kerala,2,0,0,0,0,Unknown
AA Chavan,Rajasthan Royals,13,0,0,0,0,Unknown
S Rana,Pune Warriors,11,0,0,0,0,Unknown
KH Devdhar,Deccan Chargers,1,0,0,0,0,Unknown
SS Mundhe,Pune Warriors,1,0,0,0,0,Unknown
RW Price,Mumbai Indians,1,0,0,0,0,Unknown
RE Levi,Mumbai Indians,6,0,0,0,0,Unknown
M de Lange,Kolkata Knight Riders,5,0,0,0,0,Unknown
KK Cooper,Rajasthan Royals,25,0,0,0,0,Unknown
DAJ Bracewell,Delhi Daredevils,1,0,0,0,0,Unknown
DJ Harris,Deccan Chargers,4,0,0,0,0,Unknown
TP Sudhindra,Deccan Chargers,3,0,0,0,0,Unknown
GB Hogg,Rajasthan Royals,21,0,0,0,0,Unknown
RR Bhatkal,Royal Challengers Bangalore,1,0,0,0,0,Unknown
P Awana,Kings XI Punjab,33,0,0,0,0,Unknown
V Pratap Singh,Deccan Chargers,9,0,0,0,0,Unknown
CJ McKay,Mumbai Indians,2,0,0,0,0,Unknown
T Mishra,Deccan Chargers,1,0,0,0,0,Unknown
A Ashish Reddy,Deccan Chargers,31,0,0,0,0,Unknown
N Saini,Kings XI Punjab,10,0,0,0,0,Unknown
Azhar Mahmood,Kings XI Punjab,23,0,0,0,0,Unknown
A Chandila,Rajasthan Royals,12,0,0,0,0,Unknown
LJ Wright,Pune Warriors,7,0,0,0,0,Unknown
RJ Peterson,Mumbai Indians,5,0,0,0,0,Unknown
R Shukla,Mumbai Indians,7,0,0,0,0,Unknown
BB Samantray,Deccan Chargers,9,0,0,0,0,Unknown
MJ Clarke,Pune Warriors,6,0,0,0,0,Unknown
BW Hilfenhaus,Chennai Super Kings,17,0,0,0,0,Unknown
PA Reddy,Deccan Chargers,12,0,0,0,0,Unknown
AP Majumdar,Pune Warriors,4,0,0,0,0,Unknown
K Upadhyay,Pune Warriors,3,0,0,0,0,Unknown
Sunny Gupta,Delhi Daredevils,1,0,0,0,0,Unknown
MC Juneja,Delhi Daredevils,7,0,0,0,0,Unknown
MDKJ Perera,Rajasthan Royals,2,0,0,0,0,Unknown
BMAJ Mendis,Delhi Daredevils,3,0,0,0,0,Unknown
R Rampaul,Royal Challengers Bangalore,12,0,0,0,0,Unknown
SMSM Senanayake,Kolkata Knight Riders,8,0,0,0,0,Unknown
BJ Rohrer,Delhi Daredevils,8,0,0,0,0,Unknown
IC Pandey,Pune Warriors,25,0,0,0,0,Unknown
CM Gautam,Delhi Daredevils,13,0,0,0,0,Unknown
X Thalaivan Sargunam,Sunrisers Hyderabad,1,0,0,0,0,Unknown
DJG Sammy,Sunrisers Hyderabad,22,0,0,0,0,Unknown
P Suyal,Mumbai Indians,5,0,0,0,0,Unknown
UA Birla,Pune Warriors,2,0,0,0,0,Unknown
PV Tambe,Rajasthan Royals,33,0,0,0,0,Unknown
Parvez Rasool,Pune Warriors,11,0,0,0,0,Unknown
MG Neser,Kings XI Punjab,1,0,0,0,0,Unknown
NJ Maddinson,Royal Challengers Bangalore,3,0,0,0,0,Unknown
BR Dunk,Mumbai Indians,3,0,0,0,0,Unknown
Shivam Sharma,Kings XI Punjab,5,0,0,0,0,Unknown
VH Zol,Royal Challengers Bangalore,3,0,0,0,0,Unknown
K Santokie,Mumbai Indians,2,0,0,0,0,Unknown
BE Hendricks,Kings XI Punjab,7,0,0,0,0,Unknown
JW Hastings,Chennai Super Kings,3,0,0,0,0,Unknown
Karanveer Singh,Kings XI Punjab,9,0,0,0,0,Unknown
DJ Muthuswami,Delhi Daredevils,6,0,0,0,0,Unknown
RG More,Chennai Super Kings,2,0,0,0,0,Unknown
GS Sandhu,Delhi Daredevils,3,0,0,0,0,Unknown
P Sahu,Kings XI Punjab,5,0,0,0,0,Unknown
KJ Abbott,Kings XI Punjab,5,0,0,0,0,Unknown
PSP Handscomb,Rising Pune Supergiants,2,0,0,0,0,Unknown
SM Boland,Rising Pune Supergiants,2,0,0,0,0,Unknown
UT Khawaja,Rising Pune Supergiants,6,0,0,0,0,Unknown
F Behardien,Kings XI Punjab,3,0,0,0,0,Unknown
ER Dwivedi,Gujarat Lions,4,0,0,0,0,Unknown
