player_name,team,role,matches,innings,runs,batting_average,strike_rate,wickets,economy_rate,bowling_average,batting_consistency,batting_impact,bowling_impact,all_rounder_rating,estimated_fantasy_points,cost
K Khejroliya,Royal Challengers Bangalore,Unknown,7.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.26668784040681
RK Singh,Kolkata Knight Riders,Unknown,47.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.192398449738693
AD Russell,Kolkata Knight Riders,Unknown,128.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.441599615717038
DJM Short,Rajasthan Royals,Unknown,7.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.128774817881972
K Gowtham,Rajasthan Royals,Unknown,36.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.369813200839427
S Gopal,Rajasthan Royals,Unknown,52.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.594863409157348
B Laughlin,Rajasthan Royals,Unknown,9.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.586642648453735
TK Curran,Kolkata Knight Riders,Unknown,13.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.264136687951085
A Dananjaya,Mumbai Indians,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.26704441331957
Shubman Gill,Kolkata Knight Riders,Unknown,104.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.050231601623835
Shivam Mavi,Kolkata Knight Riders,Unknown,32.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.88002368716881
M Vijay,Chennai Super Kings,Unknown,106.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.57024462897835
H Klaasen,Rajasthan Royals,Unknown,37.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.402751782385756
RK Bhui,Sunrisers Hyderabad,Unknown,4.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.619302250175974
JC Archer,Rajasthan Royals,Unknown,42.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.964797404966886
PP Shaw,Delhi Daredevils,Unknown,79.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.581405478395668
LE Plunkett,Delhi Daredevils,Unknown,7.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.96736278932034
JP Duminy,Mumbai Indians,Unknown,83.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.338156994645948
AD Hales,Sunrisers Hyderabad,Unknown,6.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.749194927041021
MK Lomror,Rajasthan Royals,Unknown,40.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.094962792651842
IS Sodhi,Rajasthan Royals,Unknown,8.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.881547790979536
M Ashwin,Royal Challengers Bangalore,Unknown,44.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.50714212249016
KM Asif,Chennai Super Kings,Unknown,7.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.720825983500774
L Ngidi,Chennai Super Kings,Unknown,14.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.330283487478175
DR Shorey,Chennai Super Kings,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.23488225941068
DJ Willey,Chennai Super Kings,Unknown,11.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.661158403527928
M Prasidh Krishna,Kolkata Knight Riders,Unknown,52.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.631309373874988
MM Ali,Royal Challengers Bangalore,Unknown,68.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.293022029187552
SP Goswami,Sunrisers Hyderabad,Unknown,31.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.41747861969493
P Chopra,Rajasthan Royals,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.010977618689386
JPR Scantlebury-Searles,Kolkata Knight Riders,Unknown,4.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.475409913111449
Abhishek Sharma,Delhi Daredevils,Unknown,65.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.8148229363227
S Lamichhane,Delhi Daredevils,Unknown,9.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.321010568650905
CJ Dala,Delhi Daredevils,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.783462186502641
KK Ahmed,Sunrisers Hyderabad,Unknown,58.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.254982201724816
SO Hetmyer,Royal Challengers Bangalore,Unknown,74.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.357817041019043
S Dube,Royal Challengers Bangalore,Unknown,66.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.867269945756215
Navdeep Saini,Royal Challengers Bangalore,Unknown,31.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.03474557854225
JM Bairstow,Sunrisers Hyderabad,Unknown,50.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.392606960842384
CA Ingram,Delhi Capitals,Unknown,15.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.628589296196646
KMA Paul,Delhi Capitals,Unknown,8.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.384091305013957
Rasikh Salam,Mumbai Indians,Unknown,12.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.084496709615822
N Pooran,Kings XI Punjab,Unknown,78.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.27413604451175
SM Curran,Kings XI Punjab,Unknown,60.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.298780761101618
GC Viljoen,Kings XI Punjab,Unknown,6.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.499319365899401
CV Varun,Kings XI Punjab,Unknown,72.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.663057039417962
NS Naik,Kolkata Knight Riders,Unknown,4.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.976054717180782
GH Vihari,Delhi Capitals,Unknown,24.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.83065028829455
P Ray Barman,Royal Challengers Bangalore,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.22706532797172
MJ Santner,Chennai Super Kings,Unknown,19.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.717144266571497
JP Behrendorff,Mumbai Indians,Unknown,17.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.835284414552383
SC Kuggeleijn,Chennai Super Kings,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.097383258882724
AS Joseph,Mumbai Indians,Unknown,22.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.794222682743273
S Midhun,Rajasthan Royals,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.009954638401608
HF Gurney,Kolkata Knight Riders,Unknown,8.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.63364384584232
SD Lad,Mumbai Indians,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.631005793187196
R Parag,Rajasthan Royals,Unknown,71.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.635132243796214
JL Denly,Kolkata Knight Riders,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.769678546554807
LS Livingstone,Rajasthan Royals,Unknown,40.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.337825816155766
Arshdeep Singh,Kings XI Punjab,Unknown,66.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.77245004944599
AJ Turner,Rajasthan Royals,Unknown,6.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.225500247963886
DW Steyn,Royal Challengers Bangalore,Unknown,95.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.37195338524306
Harpreet Brar,Kings XI Punjab,Unknown,41.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.99155979513687
SE Rutherford,Delhi Capitals,Unknown,11.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.56402749020026
Y Prithvi Raj,Kolkata Knight Riders,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.759792626760795
O Thomas,Rajasthan Royals,Unknown,4.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.002293075192512
AS Roy,Mumbai Indians,Unknown,10.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.316633862178922
S Sandeep Warrier,Kolkata Knight Riders,Unknown,10.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.162746901897096
P Simran Singh,Kings XI Punjab,Unknown,35.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.782558305368527
J Suchith,Delhi Capitals,Unknown,22.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.776352228343857
JL Pattinson,Mumbai Indians,Unknown,10.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.461810542083695
A Nortje,Delhi Capitals,Unknown,46.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.840638929370096
SS Cottrell,Kings XI Punjab,Unknown,6.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.922743582243658
Ravi Bishnoi,Kings XI Punjab,Unknown,68.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.978260542258635
T Banton,Kolkata Knight Riders,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.176789048689255
D Padikkal,Royal Challengers Bangalore,Unknown,65.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.034223748178494
I Udana,Royal Challengers Bangalore,Unknown,10.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.215723471183914
PK Garg,Sunrisers Hyderabad,Unknown,23.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.20736135032246
JO Holder,Sunrisers Hyderabad,Unknown,46.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.87303480296634
Abdul Samad,Sunrisers Hyderabad,Unknown,51.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.151396685222492
YBK Jaiswal,Rajasthan Royals,Unknown,54.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.102857326043738
RD Gaikwad,Chennai Super Kings,Unknown,67.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.554503035547837
KL Nagarkoti,Kolkata Knight Riders,Unknown,12.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.451090138859932
TU Deshpande,Delhi Capitals,Unknown,38.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.02298127284122
JR Philippe,Royal Challengers Bangalore,Unknown,5.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.023033990620288
Kartik Tyagi,Rajasthan Royals,Unknown,20.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.83491827186495
JDS Neesham,Kings XI Punjab,Unknown,14.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.809551015825392
Shahbaz Ahmed,Royal Challengers Bangalore,Unknown,56.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.184288289499067
DR Sams,Delhi Capitals,Unknown,16.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.28391819059444
N Jagadeesan,Chennai Super Kings,Unknown,13.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.28058557976746
AT Carey,Delhi Capitals,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.206736891688152
JR Hazlewood,Chennai Super Kings,Unknown,28.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.972955747491763
CJ Green,Kolkata Knight Riders,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.106281385855457
MR Marsh,Sunrisers Hyderabad,Unknown,44.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.544575405047523
P Dubey,Delhi Capitals,Unknown,4.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.870228029631331
Monu Kumar,Chennai Super Kings,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.198170523013518
M Jansen,Mumbai Indians,Unknown,22.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.909943339015808
RM Patidar,Royal Challengers Bangalore,Unknown,28.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.47533255432638
KA Jamieson,Royal Challengers Bangalore,Unknown,9.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.14793800287935
M Shahrukh Khan,Punjab Kings,Unknown,41.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.780086340091502
JA Richardson,Punjab Kings,Unknown,4.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.549170533878433
RP Meredith,Punjab Kings,Unknown,18.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.241118790756213
C Sakariya,Rajasthan Royals,Unknown,19.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.428239440689136
Lalit Yadav,Delhi Capitals,Unknown,27.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.477335793063146
Virat Singh,Sunrisers Hyderabad,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.88978417155775
Jalaj S Saxena,Punjab Kings,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.499994868902728
LI Meriwala,Delhi Capitals,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.351997448238183
FA Allen,Punjab Kings,Unknown,5.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.336437670702157
KW Richardson,Royal Challengers Bangalore,Unknown,15.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.673965918416927
Anuj Rawat,Rajasthan Royals,Unknown,24.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.955572569988783
DJ Malan,Punjab Kings,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.63660574870756
KS Bharat,Royal Challengers Bangalore,Unknown,10.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.478545312488206
PWH de Silva,Royal Challengers Bangalore,Unknown,27.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.838232730787192
VR Iyer,Kolkata Knight Riders,Unknown,52.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.212843676861104
Umran Malik,Sunrisers Hyderabad,Unknown,26.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.130665137014473
GD Phillips,Rajasthan Royals,Unknown,8.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.555978196485613
Akash Singh,Rajasthan Royals,Unknown,7.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.484346798833164
GHS Garton,Royal Challengers Bangalore,Unknown,5.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.007917489786655
AK Markram,Punjab Kings,Unknown,46.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.24661104826355
K Yadav,Rajasthan Royals,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.978230193967038
T Shamsi,Rajasthan Royals,Unknown,5.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.811493843121216
NT Ellis,Punjab Kings,Unknown,17.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.924338393999076
RV Patel,Delhi Capitals,Unknown,9.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.906115942760241
TL Seifert,Kolkata Knight Riders,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.66373445375202
Anmolpreet Singh,Mumbai Indians,Unknown,9.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.811035598980288
IC Porel,Punjab Kings,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.95427912550969
AU Rashid,Punjab Kings,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.701932331036183
TH David,Royal Challengers Bangalore,Unknown,39.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.675086367230328
DP Conway,Chennai Super Kings,Unknown,23.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.427849916035372
Tilak Varma,Mumbai Indians,Unknown,39.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.948384890907816
R Powell,Delhi Capitals,Unknown,26.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.074760412660217
Akash Deep,Royal Challengers Bangalore,Unknown,8.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.934860567287354
PBB Rajapaksa,Punjab Kings,Unknown,13.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.362974169382888
RA Bawa,Punjab Kings,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.05029969143232
OF Smith,Punjab Kings,Unknown,6.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.166057523422191
A Badoni,Lucknow Super Giants,Unknown,44.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.089503792358835
PVD Chameera,Lucknow Super Giants,Unknown,13.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.083824310969455
Mohsin Khan,Lucknow Super Giants,Unknown,24.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.91646579882601
MS Wade,Gujarat Titans,Unknown,15.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.697192180759593
A Manohar,Gujarat Titans,Unknown,21.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.886121589380934
R Shepherd,Sunrisers Hyderabad,Unknown,10.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.572891552125451
D Pretorius,Chennai Super Kings,Unknown,7.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.278452861213209
Mukesh Choudhary,Chennai Super Kings,Unknown,14.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.736010735633549
JM Sharma,Punjab Kings,Unknown,41.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.122616780600707
VG Arora,Punjab Kings,Unknown,22.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.674319791112607
D Brevis,Mumbai Indians,Unknown,10.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.097043441746358
B Sai Sudharsan,Gujarat Titans,Unknown,26.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.421729443705885
DG Nalkande,Gujarat Titans,Unknown,6.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.681574728669542
M Theekshana,Chennai Super Kings,Unknown,29.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.973774345906993
Shashank Singh,Sunrisers Hyderabad,Unknown,25.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.454164180261534
Ramandeep Singh,Mumbai Indians,Unknown,21.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.768629750689666
HE van der Dussen,Rajasthan Royals,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.10642423780296
KR Sen,Rajasthan Royals,Unknown,12.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.56214468057661
SS Prabhudessai,Royal Challengers Bangalore,Unknown,11.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.851959666239392
Yash Dayal,Gujarat Titans,Unknown,29.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.741331943353078
Aman Hakim Khan,Kolkata Knight Riders,Unknown,12.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.077587264945258
OC McCoy,Rajasthan Royals,Unknown,8.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.135564462557284
HR Shokeen,Mumbai Indians,Unknown,13.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.169260399988957
R Dhawan,Punjab Kings,Unknown,39.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.704621335955142
DJ Mitchell,Rajasthan Royals,Unknown,15.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.429560021469268
B Indrajith,Kolkata Knight Riders,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.361416785114827
Harshit Rana,Kolkata Knight Riders,Unknown,22.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.476999998327523
K Kartikeya,Mumbai Indians,Unknown,12.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.72653631519427
Simarjeet Singh,Chennai Super Kings,Unknown,12.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.089948479854392
SA Abbott,Sunrisers Hyderabad,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.675688663799376
Fazalhaq Farooqi,Sunrisers Hyderabad,Unknown,8.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.100452308332077
R Sai Kishore,Gujarat Titans,Unknown,11.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.988622642341785
KS Sharma,Lucknow Super Giants,Unknown,3.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.353295897063928
T Stubbs,Mumbai Indians,Unknown,19.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.320572263885952
PH Solanki,Chennai Super Kings,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.747888406885819
M Pathirana,Chennai Super Kings,Unknown,20.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.544896515815726
R Sanjay Yadav,Mumbai Indians,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.310518807472773
A Tomar,Kolkata Knight Riders,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.504913810052022
PN Mankad,Punjab Kings,Unknown,6.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.891516762596355
RS Hangargekar,Chennai Super Kings,Unknown,2.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.160180081324611
J Little,Gujarat Titans,Unknown,11.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.548029537914486
Sikandar Raza,Punjab Kings,Unknown,9.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.696554279825223
Rahmanullah Gurbaz,Kolkata Knight Riders,Unknown,13.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.39832272402941
KR Mayers,Lucknow Super Giants,Unknown,13.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.442911999969576
RR Rossouw,Delhi Capitals,Unknown,22.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.61732453265194
Mukesh Kumar,Delhi Capitals,Unknown,21.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,10.238175521739535
NA Saini,Rajasthan Royals,Unknown,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.735017129266812
HC Brook,Sunrisers Hyderabad,Unknown,11.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.931971948984767
C Green,Mumbai Indians,Unknown,29.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,9.000803519736165
N Wadhera,Mumbai Indians,Unknown,20.0,0.0,0.0,0.0,0.0,0,0,0,0.5,0.0,0,0.0,0.0,8.321798491308192
